,player_name,news_file,Transfered
35,Elneny,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\219.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\219.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\171.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\202.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\63.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\74.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\180.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\210.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\87.txt']",0
36,Emery,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\190.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\78.txt']",0
37,Fofana,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\230.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\125.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\125.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\167.txt']",0
38,Gallagher,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\123.txt'],1
39,Gilmour,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\89.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\89.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\214.txt']",1
40,Giroud,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\101.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\154.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\154.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\154.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\187.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\187.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\187.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\119.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\175.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\175.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\32.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\54.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\82.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\215.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\215.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\193.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\193.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\193.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\217.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\229.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\30.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\30.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\88.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\88.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\174.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\40.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\40.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\56.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\56.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\103.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\80.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\13.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\13.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\168.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\195.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\45.txt']",1
41,Gomez,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\15.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\64.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\118.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\135.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\23.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\127.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\199.txt']",0
42,Greenwood,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\26.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\87.txt']",0
43,Grujic,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\34.txt'],1
44,Guehi,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\97.txt'],1
45,Guendouzi,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\146.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\146.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\199.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\199.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\199.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\199.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\172.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\172.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\47.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\74.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\74.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\78.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\78.txt']",1
46,Harris,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\158.txt'],0
47,Havertz,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\137.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\177.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\190.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\202.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\202.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\181.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\47.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\49.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\75.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\124.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\75.txt']",0
48,Hector,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\146.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\184.txt']",1
49,Henderson,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\152.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\152.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\152.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\79.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\96.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\96.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\220.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\32.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\56.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\77.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\17.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\17.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\26.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\38.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\38.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\41.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\45.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\50.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\50.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\148.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\171.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\171.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\188.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\42.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\93.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\137.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\176.txt']",1
50,Holding,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\149.txt'],0
51,Ings,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\58.txt'],1
52,James,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\62.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\72.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\72.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\128.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\140.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\221.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\221.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\185.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\7.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\78.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\90.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\209.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\41.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\53.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\53.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\78.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\79.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\91.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\240.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\26.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\6.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\97.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\103.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\194.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\95.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\124.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\168.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\168.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\96.txt']",1
53,Jasper,['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\75.txt'],0
54,Johnstone,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\137.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\48.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\48.txt']",0
55,Jones,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\160.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\48.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\48.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\94.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\200.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\200.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\77.txt']",1
56,Kane,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\11.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\39.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\39.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\51.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\206.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\0.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\133.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\120.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\120.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\147.txt']",1
57,Kante,"['D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\128.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\184.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\19.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\20.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\20.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\28.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\28.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202009\\28.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\133.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\133.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202010\\62.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\13.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\158.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202011\\47.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\117.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\137.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\187.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202012\\41.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\16.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\16.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\233.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\6.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\93.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202101\\99.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\152.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\174.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\6.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202102\\97.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\194.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\194.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\194.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\37.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\4.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202103\\83.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\124.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\175.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\175.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\202.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\75.txt', 'D:\\Academics\\UMN-MSBA\\Term 3\\MSBA 6460 - Advanced AI\\Project 1\\articles\\202104\\99.txt']",0
